#Pressure	radius	err	stiffness	err
0	1	0	1	0
0.2	1.006816636	4.64665E-06	1.064696673	0.030000008
0.4	1.014996599	1.02226E-05	1.101888823	0.043619409
0.6	1.026586273	0.002063113	1.143769312	0.020801791
0.8	1.041581943	0.000710008	1.176814373	0.010365476
1	1.057941869	0.00072116	1.180735581	0.016960125
1.2	1.078387129	0.003081536	1.232368994	0.021378253
1.4	1.104289416	0.003427206	1.198792829	0.018558329
