#Pressure	radius	err	stiffness	err
0.00	1	0	1	0
0.20	1.006717756	0.00212744	1.073553674	0.005366824
0.40	1.015872763	0.002299777	1.140510344	0.017877975
0.60	1.026253529	0.001948323	1.188184468	0.020080915
0.80	1.036325127	0.000559573	1.231727666	0.035916099
1.00	1.049448114	0.002680784	1.252727422	0.031274825
1.20	1.064710935	0.00417725	1.26774717	0.034826446
1.40	1.084857489	0.004161923	1.290999692	0.030823884
1.60	1.113541553	0.014859721	1.311150887	0.044656832
