#Pressure	radius	err	stiffness	err
0.00	1	0	1	0
0.20	1.012405748	0.004119492	1.102872755	0.002569448
0.40	1.021897115	0.004721664	1.173595099	0.017637876
0.60	1.031025388	0.004063064	1.23356331	0.030982798
0.80	1.04161005	0.005683161	1.258838471	0.016056993
1.00	1.055858114	0.000944177	1.28250565	0.011748581
1.20	1.06900888	0.00308957	1.294078356	0.012606436
1.40	1.089815907	0.001305036	1.28863695	0.017521157
1.60	1.116108627	0.004131837	1.282042515	0.012469416
