#Pressure	radius	err	stiffness	err
0	1	0	1	0
0.2	1.008196783	2.23956E-05	0.995786539	0.005508229
0.4	1.019125826	5.22564E-05	0.967307519	0.008466646
0.6	1.031417267	0.001280281	0.913896056	0.014147321
0.8	1.045763503	0.000558023	0.879155458	0.017796706
1	1.064896794	0.002226494	0.838403743	0.002529556
1.2	1.089494606	0.005025942	0.819941696	0.002356273
1.4	1.12160427	0.007162853	0.832099843	0.006286752
